id_duracion	duracion	fecha_creacion
5247	61.0	27/02/2020 12:12
5248	16.0	27/02/2020 12:38
5249	8.0	27/02/2020 12:50
5250	19.0	27/02/2020 12:54
5251	0.0	27/02/2020 12:55
5252	20.0	27/02/2020 12:58
5253	13.0	27/02/2020 13:05
5254	9.0	27/02/2020 13:07
5255	8.0	27/02/2020 13:17
5256	23.0	27/02/2020 13:25
5257	49.0	27/02/2020 14:58
5258	8.0	27/02/2020 14:59
5259	7.0	27/02/2020 15:13
5260	29.0	27/02/2020 15:19
5261	21.0	27/02/2020 15:51
5262	43.0	27/02/2020 15:51
5263	12.0	27/02/2020 16:07
5264	8.0	27/02/2020 16:08
5265	19.0	27/02/2020 16:11
5266	8.0	27/02/2020 16:17
5267	12.0	27/02/2020 16:42
5268	11.0	27/02/2020 16:42
5269	8.0	27/02/2020 16:46
5270	27.0	27/02/2020 17:09
5271	33.0	27/02/2020 17:40
5272	33.0	27/02/2020 17:44
5273	7.0	27/02/2020 18:38
5274	8.0	27/02/2020 21:45
5275	8.0	28/02/2020 4:01
5276	1.0	28/02/2020 5:10
5277	14.0	28/02/2020 6:20
5278	12.0	28/02/2020 7:09
5279	8.0	28/02/2020 8:07
5280	8.0	28/02/2020 8:13
5281	19.0	28/02/2020 8:51
5282	8.0	28/02/2020 9:21
5283	11.0	28/02/2020 9:21
5284	48.0	28/02/2020 9:23
5285	252.0	28/02/2020 9:29
5286	11.0	28/02/2020 10:02
5287	11.0	28/02/2020 10:07
5288	11.0	28/02/2020 10:29
5289	57.0	28/02/2020 10:46
5290	11.0	28/02/2020 11:11
5291	18.0	28/02/2020 11:32
5292	10.0	28/02/2020 12:21
5293	54.0	28/02/2020 12:28
5294	8.0	28/02/2020 12:49
5295	8.0	28/02/2020 13:25
5296	11.0	28/02/2020 13:39
5297	35.0	28/02/2020 14:00
5298	29.0	28/02/2020 14:02
5299	19.0	28/02/2020 14:02
5300	7.0	28/02/2020 15:21
5301	10.0	28/02/2020 15:35
5302	18.0	28/02/2020 15:44
5303	10.0	28/02/2020 16:04
5304	12.0	28/02/2020 16:30
5305	3.0	28/02/2020 16:39
5306	34.0	28/02/2020 18:45
5307	1.0	01/03/2020 3:49
5308	8.0	01/03/2020 4:49
5309	8.0	02/03/2020 9:11
5310	15.0	02/03/2020 9:19
5311	15.0	02/03/2020 9:21
5312	65.0	02/03/2020 9:33
5313	18.0	02/03/2020 9:54
5314	37.0	02/03/2020 10:05
5315	9.0	02/03/2020 10:06
5316	8.0	02/03/2020 10:40
5317	8.0	02/03/2020 10:51
5318	13.0	02/03/2020 10:56
5319	23.0	02/03/2020 11:43
5320	8.0	02/03/2020 11:45
5321	16.0	02/03/2020 11:49
5322	9.0	02/03/2020 11:49
5323	8.0	02/03/2020 11:49
5324	23.0	02/03/2020 12:01
5325	12.0	26/02/2020 18:42
5326	8.0	26/02/2020 18:43
5327	8.0	26/02/2020 18:48
5328	56.0	26/02/2020 18:59
5329	16.0	26/02/2020 19:00
5330	19.0	26/02/2020 19:37
5331	8.0	26/02/2020 19:37
5332	8.0	26/02/2020 19:45
5333	9.0	26/02/2020 19:53
5334	12.0	26/02/2020 19:54
5335	30.0	26/02/2020 20:07
5336	13.0	26/02/2020 21:41
5337	8.0	26/02/2020 21:56
5338	8.0	26/02/2020 22:05
5339	9.0	26/02/2020 22:53
5340	8.0	27/02/2020 2:37
5341	8.0	27/02/2020 2:56
5342	30.0	27/02/2020 6:04
5343	12.0	27/02/2020 7:47
5344	12.0	27/02/2020 7:49
5345	12.0	27/02/2020 8:24
5346	8.0	27/02/2020 8:25
5347	9.0	27/02/2020 8:27
5348	8.0	27/02/2020 8:50
5349	16.0	27/02/2020 8:55
5350	8.0	27/02/2020 8:55
5351	35.0	27/02/2020 9:03
5352	253.0	27/02/2020 9:14
5353	28.0	27/02/2020 9:18
5354	253.0	27/02/2020 9:20
5355	30.0	27/02/2020 9:20
5356	82.0	27/02/2020 9:26
5357	8.0	27/02/2020 9:33
5358	21.0	27/02/2020 9:33
5359	8.0	27/02/2020 9:38
5360	29.0	27/02/2020 9:44
5361	253.0	27/02/2020 9:50
5362	12.0	27/02/2020 9:58
5363	30.0	27/02/2020 10:01
5364	12.0	27/02/2020 10:03
5365	14.0	27/02/2020 10:09
5366	8.0	27/02/2020 10:12
5367	9.0	27/02/2020 10:17
5368	8.0	27/02/2020 10:17
5369	55.0	27/02/2020 10:19
5370	9.0	27/02/2020 10:24
5371	13.0	27/02/2020 10:27
5372	9.0	27/02/2020 10:29
5373	253.0	27/02/2020 10:32
5374	8.0	27/02/2020 10:34
5375	16.0	27/02/2020 10:37
5376	253.0	27/02/2020 10:38
5377	21.0	27/02/2020 10:42
5378	8.0	27/02/2020 10:50
5379	12.0	27/02/2020 10:51
5380	8.0	27/02/2020 10:53
5381	12.0	27/02/2020 10:57
5382	12.0	27/02/2020 10:59
5383	8.0	27/02/2020 11:01
5384	15.0	27/02/2020 11:13
5385	8.0	27/02/2020 11:15
5386	8.0	27/02/2020 11:17
5387	8.0	27/02/2020 11:19
5388	9.0	27/02/2020 11:24
5389	8.0	27/02/2020 11:26
5390	8.0	27/02/2020 11:30
5391	8.0	27/02/2020 11:36
5392	12.0	27/02/2020 11:41
5393	8.0	27/02/2020 11:42
5394	9.0	27/02/2020 11:48
5395	93.0	27/02/2020 12:07
5396	12.0	27/02/2020 12:09
5397	14.0	27/02/2020 12:11
5398	14.0	27/02/2020 12:12
5399	55.0	27/02/2020 12:16
5400	9.0	27/02/2020 12:19
5401	8.0	27/02/2020 12:22
5402	12.0	27/02/2020 12:24
5403	6.0	27/02/2020 12:37
5404	8.0	27/02/2020 12:54
5405	15.0	27/02/2020 12:56
5406	12.0	27/02/2020 12:58
5407	16.0	27/02/2020 13:02
5408	15.0	27/02/2020 13:07
5409	14.0	27/02/2020 13:16
5410	12.0	27/02/2020 13:18
5411	21.0	27/02/2020 13:49
5412	12.0	27/02/2020 13:59
5413	8.0	27/02/2020 14:00
5414	14.0	27/02/2020 14:24
5415	28.0	27/02/2020 14:25
5416	8.0	27/02/2020 14:26
5417	15.0	27/02/2020 14:48
5418	9.0	27/02/2020 14:54
5419	9.0	27/02/2020 14:59
5420	8.0	27/02/2020 15:03
5421	21.0	27/02/2020 15:10
5422	11.0	27/02/2020 15:12
5423	11.0	27/02/2020 15:15
5424	13.0	27/02/2020 15:16
5425	7.0	27/02/2020 15:16
5426	6.0	27/02/2020 15:26
5427	14.0	27/02/2020 15:28
5428	8.0	27/02/2020 15:36
5429	26.0	27/02/2020 15:46
5430	8.0	27/02/2020 15:57
5431	21.0	27/02/2020 16:01
5432	19.0	27/02/2020 16:14
5433	55.0	27/02/2020 16:19
5434	7.0	27/02/2020 16:21
5435	14.0	27/02/2020 16:32
5436	12.0	27/02/2020 16:32
5437	8.0	27/02/2020 16:33
5438	25.0	27/02/2020 16:37
5439	13.0	27/02/2020 16:37
5440	14.0	27/02/2020 16:37
5441	15.0	27/02/2020 16:45
5442	12.0	27/02/2020 16:49
5443	11.0	27/02/2020 16:57
5444	12.0	27/02/2020 17:00
5445	8.0	27/02/2020 17:06
5446	13.0	27/02/2020 17:11
5447	15.0	27/02/2020 17:21
5448	8.0	27/02/2020 17:22
5449	6.0	27/02/2020 17:29
5450	8.0	27/02/2020 17:32
5451	11.0	27/02/2020 17:34
5452	14.0	27/02/2020 17:48
5453	8.0	27/02/2020 17:50
5454	50.0	27/02/2020 17:59
5455	21.0	27/02/2020 18:47
5456	21.0	27/02/2020 19:32
5457	14.0	27/02/2020 19:40
5458	7.0	27/02/2020 20:03
5459	138.0	27/02/2020 20:41
5460	11.0	27/02/2020 20:47
5461	89.0	27/02/2020 20:49
5462	13.0	27/02/2020 20:55
5463	0.0	27/02/2020 22:00
5464	14.0	27/02/2020 22:01
5465	54.0	27/02/2020 22:13
5466	20.0	27/02/2020 22:17
5467	13.0	27/02/2020 22:18
5468	11.0	27/02/2020 22:28
5469	8.0	27/02/2020 23:44
5470	76.0	27/02/2020 23:54
5471	8.0	28/02/2020 0:00
5472	8.0	28/02/2020 1:52
5473	12.0	28/02/2020 3:04
5474	8.0	28/02/2020 5:34
5475	8.0	28/02/2020 5:39
5476	8.0	28/02/2020 6:42
5477	54.0	28/02/2020 7:00
5478	29.0	28/02/2020 7:11
5479	8.0	28/02/2020 8:05
5480	12.0	28/02/2020 8:35
5481	12.0	28/02/2020 8:37
5482	27.0	28/02/2020 8:42
5483	26.0	28/02/2020 8:45
5484	14.0	28/02/2020 8:49
5485	15.0	28/02/2020 8:49
5486	8.0	28/02/2020 8:49
5487	8.0	28/02/2020 9:36
5488	252.0	28/02/2020 9:38
5489	33.0	28/02/2020 9:48
5490	14.0	28/02/2020 9:53
5491	252.0	28/02/2020 9:53
5492	19.0	28/02/2020 9:53
5493	8.0	28/02/2020 9:58
5494	8.0	28/02/2020 9:59
5495	8.0	28/02/2020 10:05
5496	13.0	28/02/2020 10:06
5497	8.0	28/02/2020 10:07
5498	13.0	28/02/2020 10:18
5499	40.0	28/02/2020 10:22
5500	27.0	28/02/2020 10:31
5501	57.0	28/02/2020 10:38
5502	32.0	28/02/2020 10:39
5503	8.0	28/02/2020 10:44
5504	33.0	28/02/2020 10:55
5505	11.0	28/02/2020 11:06
5506	14.0	28/02/2020 11:10
5507	8.0	28/02/2020 11:14
5508	13.0	28/02/2020 11:14
5509	8.0	28/02/2020 11:16
5510	8.0	28/02/2020 11:17
5511	28.0	28/02/2020 11:26
5512	11.0	28/02/2020 11:29
5513	8.0	28/02/2020 11:40
5514	11.0	28/02/2020 11:53
5515	10.0	28/02/2020 11:57
5516	8.0	28/02/2020 12:19
5517	19.0	28/02/2020 12:21
5518	11.0	28/02/2020 12:23
5519	33.0	28/02/2020 12:23
5520	6.0	28/02/2020 12:35
5521	8.0	28/02/2020 12:58
5522	12.0	28/02/2020 12:59
5523	46.0	28/02/2020 13:04
5524	8.0	28/02/2020 13:08
5525	14.0	28/02/2020 13:12
5526	12.0	28/02/2020 13:14
5527	39.0	28/02/2020 13:16
5528	12.0	28/02/2020 13:18
5529	12.0	28/02/2020 13:41
5530	208.0	28/02/2020 13:45
5531	11.0	28/02/2020 13:46
5532	11.0	28/02/2020 13:47
5533	0.0	28/02/2020 13:49
5534	20.0	28/02/2020 13:53
5535	14.0	28/02/2020 13:53
5536	83.0	28/02/2020 13:58
5537	8.0	28/02/2020 13:59
5538	11.0	28/02/2020 14:01
5539	54.0	28/02/2020 14:03
5540	5.0	28/02/2020 14:03
5541	26.0	28/02/2020 14:04
5542	11.0	28/02/2020 14:05
5543	8.0	28/02/2020 14:10
5544	13.0	28/02/2020 14:14
5545	3.0	28/02/2020 14:25
5546	11.0	28/02/2020 14:29
5547	12.0	28/02/2020 14:37
5548	28.0	28/02/2020 14:50
5549	8.0	28/02/2020 14:52
5550	49.0	28/02/2020 14:53
5551	10.0	28/02/2020 16:56
5552	12.0	28/02/2020 17:01
5553	11.0	28/02/2020 17:21
5554	24.0	28/02/2020 17:37
5555	10.0	28/02/2020 17:47
5556	25.0	28/02/2020 17:49
5557	54.0	28/02/2020 18:01
5558	0.0	28/02/2020 19:38
5559	10.0	28/02/2020 19:47
5560	0.0	28/02/2020 20:12
5561	12.0	28/02/2020 20:14
5562	11.0	28/02/2020 20:16
5563	11.0	28/02/2020 20:43
5564	17.0	28/02/2020 21:03
5565	22.0	28/02/2020 21:51
5566	11.0	28/02/2020 22:10
5567	0.0	28/02/2020 22:13
5568	10.0	28/02/2020 22:33
5569	4.0	29/02/2020 3:21
5570	10.0	29/02/2020 3:28
5571	13.0	29/02/2020 3:45
5572	8.0	29/02/2020 7:11
5573	11.0	29/02/2020 7:42
5574	17.0	29/02/2020 8:09
5575	9.0	29/02/2020 15:46
5576	10.0	29/02/2020 19:21
5577	17.0	29/02/2020 19:22
5578	2.0	29/02/2020 19:23
5579	13.0	01/03/2020 8:48
5580	8.0	02/03/2020 7:32
5581	8.0	02/03/2020 7:49
5582	8.0	02/03/2020 8:26
5583	11.0	02/03/2020 8:35
5584	8.0	02/03/2020 8:36
5585	8.0	02/03/2020 8:48
5586	8.0	02/03/2020 8:53
5587	55.0	02/03/2020 9:08
5588	8.0	02/03/2020 9:17
5589	8.0	02/03/2020 9:18
5590	12.0	02/03/2020 9:28
5591	10.0	02/03/2020 9:30
5592	15.0	02/03/2020 9:33
5593	11.0	02/03/2020 9:34
5594	10.0	02/03/2020 9:39
5595	12.0	02/03/2020 9:39
5596	15.0	02/03/2020 9:44
5597	9.0	02/03/2020 9:51
5598	43.0	02/03/2020 9:59
5599	9.0	02/03/2020 10:00
5600	9.0	02/03/2020 10:03
5601	31.0	02/03/2020 10:12
5602	15.0	02/03/2020 10:15
5603	9.0	02/03/2020 10:18
5604	249.0	02/03/2020 10:23
5605	8.0	02/03/2020 10:23
5606	9.0	02/03/2020 10:25
5607	9.0	02/03/2020 10:25
5608	16.0	02/03/2020 10:27
5609	16.0	02/03/2020 10:28
5610	8.0	02/03/2020 10:29
5611	2.0	02/03/2020 10:34
5612	8.0	02/03/2020 10:37
5613	9.0	02/03/2020 10:41
5614	8.0	02/03/2020 10:44
5615	17.0	02/03/2020 10:45
5616	18.0	02/03/2020 10:57
5617	8.0	02/03/2020 10:57
5618	22.0	02/03/2020 11:00
5619	10.0	02/03/2020 11:01
5620	29.0	02/03/2020 11:01
5621	9.0	02/03/2020 11:02
5622	0.0	02/03/2020 11:09
5623	16.0	02/03/2020 11:18
5624	8.0	02/03/2020 11:29
5625	16.0	02/03/2020 11:29
5626	25.0	02/03/2020 11:34
5627	10.0	02/03/2020 11:38
5628	26.0	02/03/2020 11:43
5629	9.0	02/03/2020 11:53
5630	15.0	02/03/2020 12:10
5631	8.0	02/03/2020 12:15
5632	248.0	02/03/2020 12:19
5633	15.0	02/03/2020 12:23
5634	7.0	02/03/2020 12:32
5635	26.0	02/03/2020 12:33
5636	10.0	02/03/2020 12:39
5637	81.0	02/03/2020 12:43
5638	12.0	02/03/2020 12:45
5639	16.0	02/03/2020 12:46
5640	11.0	02/03/2020 12:48
5641	10.0	02/03/2020 12:51
5642	11.0	02/03/2020 12:53
5643	16.0	02/03/2020 12:54
5644	9.0	02/03/2020 12:55
5645	8.0	02/03/2020 12:56
5646	26.0	02/03/2020 12:57
5647	15.0	02/03/2020 13:01
5648	8.0	02/03/2020 13:03
5649	23.0	02/03/2020 13:03
5650	15.0	02/03/2020 13:04
5651	9.0	02/03/2020 13:09
5652	8.0	02/03/2020 13:10
5653	9.0	02/03/2020 13:28
5654	100.0	02/03/2020 13:31
5655	8.0	02/03/2020 13:35
5656	9.0	02/03/2020 13:52
5657	19.0	02/03/2020 14:00
5658	10.0	02/03/2020 14:05
5659	8.0	02/03/2020 14:11
5660	15.0	02/03/2020 14:15
5661	9.0	02/03/2020 14:15
5662	9.0	02/03/2020 14:16
5663	17.0	02/03/2020 14:19
5664	9.0	02/03/2020 14:23
5665	9.0	02/03/2020 14:39
5666	16.0	02/03/2020 14:43
5667	14.0	02/03/2020 14:45
5668	9.0	02/03/2020 14:45
5669	0.0	02/03/2020 14:55
5670	59.0	02/03/2020 15:00
5671	25.0	02/03/2020 15:00
5672	38.0	02/03/2020 15:02
5673	8.0	02/03/2020 15:09
5674	18.0	02/03/2020 15:26
5675	8.0	02/03/2020 15:27
5676	11.0	02/03/2020 15:27
5677	18.0	02/03/2020 15:28
5678	7.0	02/03/2020 15:29
5679	8.0	02/03/2020 15:30
5680	15.0	02/03/2020 15:47
5681	14.0	02/03/2020 15:54
5682	29.0	02/03/2020 15:55
5683	18.0	02/03/2020 15:55
5684	15.0	02/03/2020 16:00
5685	14.0	02/03/2020 16:05
5686	7.0	02/03/2020 16:13
5687	23.0	02/03/2020 16:17
5688	8.0	02/03/2020 16:19
5689	23.0	02/03/2020 16:22
5690	77.0	02/03/2020 16:24
5691	8.0	02/03/2020 16:28
5692	46.0	02/03/2020 16:30
5693	14.0	02/03/2020 16:47
5694	15.0	02/03/2020 16:48
5695	15.0	02/03/2020 16:49
5696	11.0	02/03/2020 16:58
5697	74.0	02/03/2020 17:05
5698	9.0	02/03/2020 17:07
5699	8.0	02/03/2020 17:07
5700	7.0	02/03/2020 17:09
5701	8.0	02/03/2020 17:34
5702	7.0	02/03/2020 17:49
5703	50.0	02/03/2020 17:53
5704	9.0	02/03/2020 18:18
5705	22.0	02/03/2020 18:23
5706	8.0	02/03/2020 18:24
5707	8.0	02/03/2020 18:37
5708	14.0	02/03/2020 18:43
5709	17.0	02/03/2020 18:43
5710	8.0	02/03/2020 18:58
5711	8.0	02/03/2020 19:20
5712	15.0	02/03/2020 19:29
5713	8.0	02/03/2020 19:35
5714	8.0	02/03/2020 20:05
5715	8.0	02/03/2020 12:07
5716	32.0	02/03/2020 12:27
5717	12.0	02/03/2020 12:35
5718	15.0	02/03/2020 13:09
5719	11.0	02/03/2020 13:10
5720	15.0	02/03/2020 14:13
5721	15.0	02/03/2020 14:13
5722	8.0	02/03/2020 14:14
5723	16.0	02/03/2020 14:51
5724	9.0	02/03/2020 14:52
5725	11.0	02/03/2020 14:58
5726	7.0	02/03/2020 15:36
5727	24.0	02/03/2020 15:46
5728	9.0	02/03/2020 15:54
5729	7.0	02/03/2020 15:55
5730	8.0	02/03/2020 16:13
5731	14.0	02/03/2020 16:15
5732	8.0	02/03/2020 16:19
5733	15.0	02/03/2020 16:24
5734	18.0	02/03/2020 17:08
5735	14.0	02/03/2020 17:16
5736	14.0	02/03/2020 17:35
5737	16.0	02/03/2020 17:35
5738	7.0	02/03/2020 17:42
5739	51.0	02/03/2020 19:00
5740	30.0	02/03/2020 20:21
5741	39.0	02/03/2020 20:59
5742	9.0	02/03/2020 22:14
5743	9.0	03/03/2020 8:47
5744	50.0	03/03/2020 9:15
5745	8.0	03/03/2020 9:32
5746	10.0	03/03/2020 10:19
5747	8.0	03/03/2020 10:27
5748	9.0	03/03/2020 10:30
5749	10.0	03/03/2020 10:32
5750	8.0	03/03/2020 10:53
5751	24.0	03/03/2020 10:53
5752	9.0	03/03/2020 10:58
5753	9.0	03/03/2020 11:02
5754	12.0	03/03/2020 11:03
5755	17.0	03/03/2020 11:10
5756	24.0	03/03/2020 11:19
5757	15.0	03/03/2020 11:25
5758	8.0	03/03/2020 11:49
5759	8.0	03/03/2020 11:52
5760	24.0	03/03/2020 11:53
5761	50.0	03/03/2020 11:58
5762	8.0	03/03/2020 11:59
5763	8.0	03/03/2020 12:01
5764	2.0	03/03/2020 12:02
5765	10.0	03/03/2020 12:28
5766	14.0	03/03/2020 13:42
5767	8.0	03/03/2020 14:16
5768	50.0	03/03/2020 14:56
5769	14.0	03/03/2020 15:14
5770	10.0	03/03/2020 15:15
5771	10.0	03/03/2020 15:33
5772	23.0	03/03/2020 15:44
5773	24.0	03/03/2020 15:56
5774	8.0	03/03/2020 15:59
5775	8.0	03/03/2020 16:41
5776	7.0	03/03/2020 16:44
5777	13.0	03/03/2020 16:48
5778	14.0	03/03/2020 16:50
5779	49.0	03/03/2020 16:53
5780	7.0	03/03/2020 16:54
5781	10.0	03/03/2020 21:00
5782	7.0	03/03/2020 21:04
5783	8.0	03/03/2020 23:03
5784	30.0	04/03/2020 0:37
5785	21.0	04/03/2020 4:22
5786	10.0	04/03/2020 8:02
5787	13.0	04/03/2020 8:11
5788	8.0	04/03/2020 8:39
5789	28.0	04/03/2020 9:03
5790	9.0	04/03/2020 9:16
5791	8.0	04/03/2020 9:17
5792	37.0	04/03/2020 9:21
5793	10.0	04/03/2020 9:29
5794	16.0	04/03/2020 9:52
5795	13.0	04/03/2020 9:57
5796	8.0	04/03/2020 10:01
5797	13.0	04/03/2020 10:03
5798	17.0	04/03/2020 10:03
5799	62.0	04/03/2020 10:07
5800	8.0	04/03/2020 10:10
5801	28.0	04/03/2020 10:11
5802	10.0	04/03/2020 10:11
5803	8.0	04/03/2020 10:12
5804	8.0	04/03/2020 10:14
5805	8.0	04/03/2020 10:15
5806	48.0	04/03/2020 10:19
5807	79.0	04/03/2020 10:21
5808	15.0	04/03/2020 10:27
5809	55.0	04/03/2020 10:37
5810	16.0	04/03/2020 10:38
5811	13.0	04/03/2020 10:41
5812	14.0	02/03/2020 20:40
5813	15.0	02/03/2020 21:04
5814	10.0	02/03/2020 21:06
5815	9.0	02/03/2020 21:14
5816	50.0	02/03/2020 21:40
5817	8.0	02/03/2020 22:25
5818	8.0	02/03/2020 23:16
5819	15.0	03/03/2020 2:43
5820	14.0	03/03/2020 8:09
5821	14.0	03/03/2020 8:10
5822	14.0	03/03/2020 8:14
5823	14.0	03/03/2020 8:18
5824	9.0	03/03/2020 8:26
5825	29.0	03/03/2020 8:35
5826	8.0	03/03/2020 8:46
5827	14.0	03/03/2020 8:52
5828	9.0	03/03/2020 8:53
5829	8.0	03/03/2020 8:57
5830	14.0	03/03/2020 9:15
5831	21.0	03/03/2020 9:25
5832	9.0	03/03/2020 9:28
5833	8.0	03/03/2020 9:36
5834	8.0	03/03/2020 9:36
5835	10.0	03/03/2020 9:55
5836	8.0	03/03/2020 10:11
5837	9.0	03/03/2020 10:17
5838	15.0	03/03/2020 10:19
5839	8.0	03/03/2020 10:24
5840	16.0	03/03/2020 10:27
5841	8.0	03/03/2020 10:36
5842	10.0	03/03/2020 10:37
5843	8.0	03/03/2020 10:39
5844	9.0	03/03/2020 10:43
5845	11.0	03/03/2020 10:43
5846	10.0	03/03/2020 10:46
5847	11.0	03/03/2020 10:50
5848	10.0	03/03/2020 10:51
5849	8.0	03/03/2020 10:55
5850	8.0	03/03/2020 10:58
5851	15.0	03/03/2020 11:12
5852	8.0	03/03/2020 11:20
5853	8.0	03/03/2020 11:21
5854	31.0	03/03/2020 11:22
5855	10.0	03/03/2020 11:24
5856	28.0	03/03/2020 11:30
5857	18.0	03/03/2020 11:35
5858	9.0	03/03/2020 11:41
5859	8.0	03/03/2020 11:43
5860	8.0	03/03/2020 11:45
5861	15.0	03/03/2020 11:48
5862	21.0	03/03/2020 11:50
5863	10.0	03/03/2020 11:55
5864	15.0	03/03/2020 11:56
5865	14.0	03/03/2020 11:58
5866	9.0	03/03/2020 12:08
5867	1.0	03/03/2020 12:12
5868	10.0	03/03/2020 12:13
5869	10.0	03/03/2020 12:23
5870	8.0	03/03/2020 12:24
5871	9.0	03/03/2020 12:30
5872	14.0	03/03/2020 12:33
5873	8.0	03/03/2020 12:36
5874	9.0	03/03/2020 12:45
5875	15.0	03/03/2020 12:54
5876	38.0	03/03/2020 12:57
5877	50.0	03/03/2020 13:01
5878	50.0	03/03/2020 13:03
5879	50.0	03/03/2020 13:05
5880	50.0	03/03/2020 13:07
5881	8.0	03/03/2020 13:08
5882	14.0	03/03/2020 13:08
5883	14.0	03/03/2020 13:19
5884	77.0	03/03/2020 13:28
5885	11.0	03/03/2020 13:35
5886	16.0	03/03/2020 13:36
5887	0.0	03/03/2020 13:36
5888	353.0	03/03/2020 13:42
5889	9.0	03/03/2020 13:52
5890	15.0	03/03/2020 13:52
5891	8.0	03/03/2020 14:12
5892	8.0	03/03/2020 14:24
5893	21.0	03/03/2020 14:33
5894	10.0	03/03/2020 14:39
5895	7.0	03/03/2020 15:01
5896	7.0	03/03/2020 15:14
5897	0.0	03/03/2020 15:15
5898	10.0	03/03/2020 15:26
5899	10.0	03/03/2020 15:31
5900	10.0	03/03/2020 15:32
5901	17.0	03/03/2020 15:36
5902	15.0	03/03/2020 15:39
5903	13.0	03/03/2020 15:39
5904	9.0	03/03/2020 15:40
5905	10.0	03/03/2020 15:44
5906	16.0	03/03/2020 15:51
5907	16.0	03/03/2020 15:51
5908	22.0	03/03/2020 15:54
5909	11.0	03/03/2020 15:56
5910	8.0	03/03/2020 15:56
5911	24.0	03/03/2020 16:00
5912	20.0	03/03/2020 16:05
5913	8.0	03/03/2020 16:07
5914	10.0	03/03/2020 16:13
5915	8.0	03/03/2020 16:16
5916	7.0	03/03/2020 16:18
5917	21.0	03/03/2020 16:20
5918	13.0	03/03/2020 16:23
5919	9.0	03/03/2020 16:24
5920	13.0	03/03/2020 16:26
5921	21.0	03/03/2020 16:32
5922	13.0	03/03/2020 16:35
5923	3.0	03/03/2020 16:40
5924	28.0	03/03/2020 16:41
5925	10.0	03/03/2020 16:46
5926	16.0	03/03/2020 16:47
5927	77.0	03/03/2020 16:48
5928	14.0	03/03/2020 16:51
5929	10.0	03/03/2020 16:52
5930	9.0	03/03/2020 17:05
5931	10.0	03/03/2020 17:06
5932	23.0	03/03/2020 17:13
5933	9.0	03/03/2020 17:14
5934	20.0	03/03/2020 17:18
5935	21.0	03/03/2020 17:21
5936	13.0	03/03/2020 17:29
5937	15.0	03/03/2020 17:34
5938	17.0	03/03/2020 17:41
5939	10.0	03/03/2020 17:44
5940	9.0	03/03/2020 17:46
5941	16.0	03/03/2020 17:57
5942	10.0	03/03/2020 17:58
5943	8.0	03/03/2020 18:02
5944	0.0	03/03/2020 18:06
5945	8.0	03/03/2020 18:08
5946	42.0	03/03/2020 18:08
5947	22.0	03/03/2020 18:27
5948	13.0	03/03/2020 18:29
5949	9.0	03/03/2020 18:44
5950	13.0	03/03/2020 18:53
5951	7.0	03/03/2020 18:55
5952	13.0	03/03/2020 18:59
5953	10.0	03/03/2020 20:05
5954	8.0	03/03/2020 20:20
5955	14.0	03/03/2020 20:37
5956	0.0	03/03/2020 20:47
5957	8.0	04/03/2020 8:37
5958	34.0	04/03/2020 9:05
5959	8.0	04/03/2020 9:30
5960	10.0	04/03/2020 9:35
5961	0.0	04/03/2020 9:55
5962	8.0	04/03/2020 10:17
5963	16.0	04/03/2020 10:24
5964	8.0	04/03/2020 10:44
5965	20.0	04/03/2020 10:50
5966	10.0	04/03/2020 10:55
5967	8.0	04/03/2020 10:56
5968	8.0	04/03/2020 11:00
5969	24.0	04/03/2020 11:00
5970	9.0	04/03/2020 11:27
5971	9.0	04/03/2020 11:35
5972	8.0	04/03/2020 11:40
5973	15.0	04/03/2020 11:54
5974	13.0	04/03/2020 12:16
5975	20.0	04/03/2020 12:17
5976	22.0	04/03/2020 12:21
5977	13.0	04/03/2020 12:21
5978	29.0	04/03/2020 12:23
5979	10.0	04/03/2020 12:29
5980	8.0	04/03/2020 12:31
5981	28.0	04/03/2020 12:31
5982	21.0	04/03/2020 12:31
5983	24.0	04/03/2020 12:32
5984	37.0	04/03/2020 13:05
5985	8.0	04/03/2020 13:10
5986	9.0	04/03/2020 13:35
5987	17.0	04/03/2020 13:35
5988	20.0	04/03/2020 13:47
5989	9.0	04/03/2020 14:05
5990	5.0	04/03/2020 14:05
5991	9.0	04/03/2020 14:07
5992	9.0	04/03/2020 14:10
5993	9.0	04/03/2020 14:11
5994	10.0	04/03/2020 14:12
5995	63.0	04/03/2020 14:17
5996	5.0	04/03/2020 15:25
5997	12.0	04/03/2020 15:30
5998	7.0	04/03/2020 15:47
5999	7.0	04/03/2020 15:52
6000	8.0	04/03/2020 16:02
6001	12.0	04/03/2020 16:07
6002	7.0	04/03/2020 16:11
6003	7.0	04/03/2020 16:19
6004	8.0	04/03/2020 16:29
6005	9.0	04/03/2020 16:43
6006	15.0	04/03/2020 16:50
6007	96.0	04/03/2020 16:52
6008	13.0	04/03/2020 10:43
6009	20.0	04/03/2020 11:22
6010	8.0	04/03/2020 11:27
6011	9.0	04/03/2020 11:29
6012	10.0	04/03/2020 11:49
6013	17.0	04/03/2020 12:02
6014	8.0	04/03/2020 12:03
6015	8.0	04/03/2020 12:09
6016	10.0	04/03/2020 12:10
6017	13.0	04/03/2020 12:15
6018	27.0	04/03/2020 12:25
6019	22.0	04/03/2020 12:29
6020	0.0	04/03/2020 12:34
6021	9.0	04/03/2020 12:38
6022	13.0	04/03/2020 12:39
