id_estado	Prioridad	Estado	Entorno	SLA
9677	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9678	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9679	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9680	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9681	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9682	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9683	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9684	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9685	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9686	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9687	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9688	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9689	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9690	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9691	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9692	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9693	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9694	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9695	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9696	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9697	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9698	Baja	Cerrado	Cert-Dev	
9699	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9700	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9701	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9702	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9703	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9704	Media	Cerrado	PRE	
9705	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9706	Baja	Cancelado	PLAT	
9707	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9708	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9709	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9710	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9711	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9712	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9713	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9714	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9715	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9716	Alta	Cerrado	MIG	Dentro del Objetivo de servicio
9717	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9718	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9719	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9720	Media	Cerrado	PRE- PRODUCTION	
9721	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9722	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9723	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9724	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9725	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9726	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9727	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9728	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9729	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9730	Alta	Cancelado	FW de OSS	
9731	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9732	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9733	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9734	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9735	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9736	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9737	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9738	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9739	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9740	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9741	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9742	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9743	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9744	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9745	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9746	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9747	Cr°tica	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9748	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9749	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9750	Alta	Cerrado	FAST & SALESFORCE	
9751	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9752	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9753	Media	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
9754	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9755	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9756	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9757	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9758	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9759	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9760	Alta	Cerrado	PREPRODUCTION	
9761	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9762	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9763	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9764	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9765	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9766	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9767	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9768	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9769	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9770	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9771	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9772	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9773	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9774	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9775	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9776	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9777	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9778	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9779	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9780	Media	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
9781	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9782	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9783	Alta	Cerrado	cert-dev	
9784	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9785	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9786	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9787	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9788	Media	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
9789	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9790	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9791	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9792	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9793	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9794	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9795	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9796	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9797	Media	Cerrado	UAT	
9798	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9799	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9800	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9801	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9802	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9803	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9804	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9805	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9806	Media	Cerrado	UAT	
9807	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9808	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9809	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9810	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9811	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9812	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9813	Alta	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
9814	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9815	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9816	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9817	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9818	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9819	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9820	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9821	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9822	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9823	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9824	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9825	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9826	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9827	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9828	Media	Cerrado	cert-dev	
9829	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9830	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9831	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9832	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9833	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9834	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9835	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9836	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9837	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9838	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9839	Alta	Cerrado	PREPRODUCTION	
9840	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9841	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9842	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9843	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9844	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9845	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9846	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9847	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9848	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9849	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9850	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9851	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9852	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9853	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9854	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9855	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9856	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9857	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9858	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9859	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9860	Media	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
9861	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9862	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9863	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9864	Media	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
9865	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9866	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9867	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9868	Baja	Cerrado	MIG	Dentro del Objetivo de servicio
9869	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9870	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9871	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9872	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9873	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9874	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9875	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9876	Alta	Cancelado	PRODUCTION	Objetivos de servicio incumplidos
9877	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9878	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9879	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9880	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9881	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9882	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9883	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9884	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9885	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9886	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9887	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9888	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9889	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9890	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9891	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9892	Media	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
9893	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9894	Media	Cerrado	PRE	Objetivos de servicio incumplidos
9895	Media	Cerrado	PRE	Dentro del Objetivo de servicio
9896	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9897	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9898	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9899	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9900	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9901	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9902	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9903	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9904	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9905	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9906	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9907	Media	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
9908	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9909	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9910	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9911	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9912	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9913	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9914	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9915	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9916	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9917	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9918	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9919	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9920	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9921	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9922	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9923	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9924	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9925	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9926	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9927	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9928	Media	Cerrado	UAT	
9929	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9930	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9931	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9932	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9933	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9934	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9935	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9936	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9937	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9938	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9939	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9940	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9941	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9942	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9943	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9944	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9945	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9946	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9947	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9948	Media	Cerrado	DEV	
9949	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9950	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9951	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9952	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9953	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9954	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9955	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9956	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9957	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9958	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9959	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9960	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9961	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9962	Media	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
9963	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9964	Media	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
9965	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9966	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9967	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9968	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9969	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9970	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9971	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9972	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9973	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9974	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9975	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9976	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9977	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9978	Cr°tica	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9979	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9980	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9981	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9982	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9983	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9984	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9985	Alta	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
9986	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9987	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9988	Media	Cerrado	PRE	
9989	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9990	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9991	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9992	Baja	Cancelado	PRODUCTION	Objetivos de servicio incumplidos
9993	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9994	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9995	Media	Cerrado	DEV,PRE	
9996	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9997	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
9998	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
9999	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10000	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10001	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10002	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10003	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10004	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10005	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10006	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10007	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10008	Alta	Cerrado	MIG	Dentro del Objetivo de servicio
10009	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10010	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10011	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10012	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10013	Media	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
10014	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10015	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10016	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10017	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10018	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10019	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10020	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10021	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10022	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10023	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10024	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10025	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10026	Media	Cancelado	PRODUCTION	Objetivos de servicio incumplidos
10027	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10028	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10029	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10030	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10031	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10032	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10033	Alta	Cerrado	UAT	
10034	Alta	Cerrado	UAT	
10035	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10036	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10037	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10038	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10039	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10040	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10041	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10042	Media	Cerrado	PRE	
10043	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10044	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10045	Media	Cerrado	PRE	
10046	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10047	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10048	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10049	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10050	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10051	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10052	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10053	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10054	Cr°tica	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
10055	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10056	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10057	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10058	Media	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
10059	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10060	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10061	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10062	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10063	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10064	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10065	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10066	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10067	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10068	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10069	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10070	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10071	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10072	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10073	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10074	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10075	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10076	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10077	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
10078	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10079	Media	Cerrado	cert-dev	
10080	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
10081	Alta	Cerrado	cert-dev 	
10082	Media	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
