Num_incidente	Servicio	Tipo_Servicio	Torre
INC002000018372	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000018373	TABLEAU	Petici¢n de serv. por el usuario	BSS
INC002000018374	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000018375	DUNA	Petici¢n de serv. por el usuario	ESS
INC002000018376	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000018377	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018378	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018379	CONCILIATION TOOL	Restauraci¢n de servicio a usuario	BSS
INC002000018380	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000018381	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018382	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018383	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018384	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018385	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018386	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000018387	INFINITY - SALESFORCE	Restauraci¢n de servicio a usuario	BSS
INC002000018388	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000018389	CORPORATE EMAIL	Petici¢n de serv. por el usuario	ESS
INC002000018390	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000018391	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018392	BART	Petici¢n de serv. por el usuario	ESS
INC002000018393	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000018394	TEFGAD-GLOBAL ACTIVE DIRECTORY	Petici¢n de serv. por el usuario	INFRA
INC002000018395	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018396	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000018397	ESB (JBOSS-FUSE)	Petici¢n de serv. por el usuario	BSS
INC002000018398	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018399	GLOBAL SAP	Petici¢n de serv. por el usuario	ESS
INC002000018400	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000018401	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018402	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018403	TACACS AAA	Petici¢n de serv. por el usuario	INFRA
INC002000018404	PANGEA	Restauraci¢n de servicio a usuario	OSS
INC002000018405	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018406	OFFICE 365	Petici¢n de serv. por el usuario	ESS
INC002000018407	PANGEA	Restauraci¢n de servicio a usuario	OSS
INC002000018408	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018409	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000018410	OFFICE 365	Restauraci¢n de servicio a usuario	ESS
INC002000018411	GLOBAL SAP	Petici¢n de serv. por el usuario	ESS
INC002000018412	TEFGAD-GLOBAL ACTIVE DIRECTORY	Petici¢n de serv. por el usuario	INFRA
INC002000018413	INFINITY - SALESFORCE	Petici¢n de serv. por el usuario	BSS
INC002000018414	TABLEAU	Restauraci¢n de servicio a usuario	BSS
INC002000018415	SMC TOOLS	Petici¢n de serv. por el usuario	TICKETING TOOL
INC002000018416	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000018417	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018418	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018419	VPN CONNECT	Restauraci¢n de servicio a usuario	INFRA
INC002000018420	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018421	OPERATIONS ORCHESTRATOR	Petici¢n de serv. por el usuario	OSS
INC002000018424	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018425	DUNA	Restauraci¢n de servicio a usuario	ESS
INC002000018426	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000018427	SUGUS	Restauraci¢n de servicio a usuario	ESS
INC002000018428	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000018429	TABLEAU	Petici¢n de serv. por el usuario	BSS
INC002000018430	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000018431	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000018432	INFRASTRUCTURE CROSS SYSTEM	Petici¢n de serv. por el usuario	INFRA
INC002000018433	TABLEAU	Petici¢n de serv. por el usuario	BSS
INC002000018434	INFINITY - SALESFORCE	Restauraci¢n de servicio a usuario	BSS
INC002000018435	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000018436	PANGEA	Restauraci¢n de servicio a usuario	OSS
INC002000018437	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018438	GLOBAL SAP	Petici¢n de serv. por el usuario	ESS
INC002000018439	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000018440	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000018441	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000018442	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018443	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000018444	LOGOS	Restauraci¢n de servicio a usuario	ESS
INC002000018445	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018446	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018447	CORPORATE EMAIL	Restauraci¢n de servicio a usuario	ESS
INC002000018448	TRAFUL	Petici¢n de serv. por el usuario	BSS
INC002000018449	INFINITY - SALESFORCE	Petici¢n de serv. por el usuario	BSS
INC002000018450	LOGOS	Restauraci¢n de servicio a usuario	ESS
INC002000018451	TABLEAU	Petici¢n de serv. por el usuario	BSS
INC002000018452	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018453	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000018454	TABLEAU	Petici¢n de serv. por el usuario	BSS
INC002000018455	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018456	INFRASTRUCTURE CROSS SYSTEM	Restauraci¢n de servicio a usuario	INFRA
INC002000018457	TELARIX	Restauraci¢n de servicio a usuario	BSS
INC002000018458	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018459	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000018460	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000018461	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000018462	PANGEA	Petici¢n de serv. por el usuario	OSS
INC002000018463	ESB (JBOSS-FUSE)	Petici¢n de serv. por el usuario	BSS
INC002000018464	ESB (JBOSS-FUSE)	Restauraci¢n de servicio a usuario	BSS
INC002000018465	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000018466	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000018467	DNS	Petici¢n de serv. por el usuario	INFRA
INC002000018468	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000018469	OMI PLATAFORMAS	Petici¢n de serv. por el usuario	OSS
INC002000018470	BI_EN	Restauraci¢n de servicio a usuario	BSS
INC002000018471	OMI PLATAFORMAS	Petici¢n de serv. por el usuario	OSS
INC002000018472	GLOBAL SAP	Restauraci¢n de servicio a usuario	ESS
INC002000018473	OMI PLATAFORMAS	Petici¢n de serv. por el usuario	OSS
INC002000018474	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000018475	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018476	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018477	DUNA	Petici¢n de serv. por el usuario	ESS
INC002000018478	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000018479	DATAWAREHOUSE-POWERCENTER-BO	Restauraci¢n de servicio a usuario	BSS
INC002000018480	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018481	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018482	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018483	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000018484	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018485	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018486	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018487	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018488	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018489	SUGUS	Restauraci¢n de servicio a usuario	ESS
INC002000018490	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018491	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018492	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018493	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018494	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018495	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018496	DUNA	Petici¢n de serv. por el usuario	ESS
INC002000018497	DUNA	Petici¢n de serv. por el usuario	ESS
INC002000018499	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018500	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018501	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018502	FAST	Petici¢n de serv. por el usuario	BSS
INC002000018503	AURIGA CONNECT	Restauraci¢n de servicio a usuario	INFRA
INC002000018504	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018505	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018506	NSIM	Petici¢n de serv. por el usuario	OSS
INC002000018507	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018508	TABLEAU	Petici¢n de serv. por el usuario	BSS
INC002000018509	ESB (JBOSS-FUSE)	Petici¢n de serv. por el usuario	BSS
INC002000018510	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018511	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000018512	DNS	Petici¢n de serv. por el usuario	INFRA
INC002000018513	OMI PLATAFORMAS	Petici¢n de serv. por el usuario	OSS
INC002000018514	BART	Petici¢n de serv. por el usuario	ESS
INC002000018515	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000018516	NSIM	Petici¢n de serv. por el usuario	OSS
INC002000018517	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018518	BI_EN_TNA	Petici¢n de serv. por el usuario	BSS
INC002000018519	TELARIX	Restauraci¢n de servicio a usuario	BSS
INC002000018520	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000018521	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000018522	INFINITY - SALESFORCE	Petici¢n de serv. por el usuario	BSS
INC002000018523	PANGEA	Petici¢n de serv. por el usuario	OSS
INC002000018524	BI_EN	Restauraci¢n de servicio a usuario	BSS
INC002000018525	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000018526	NETROUNDS	Petici¢n de serv. por el usuario	OSS
INC002000018527	OFFICE 365	Petici¢n de serv. por el usuario	ESS
INC002000018528	GLOBAL SAP	Petici¢n de serv. por el usuario	ESS
INC002000018529	INFINITY - SALESFORCE	Restauraci¢n de servicio a usuario	BSS
INC002000018530	INFRASTRUCTURE CROSS SYSTEM	Petici¢n de serv. por el usuario	INFRA
INC002000018531	MRR	Petici¢n de serv. por el usuario	BSS
INC002000018532	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000018533	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000018534	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000018535	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018536	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018537	VPN CONNECT	Restauraci¢n de servicio a usuario	INFRA
INC002000018538	TEAMS	Petici¢n de serv. por el usuario	ESS
INC002000018539	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000018540	CORPORATE EMAIL	Petici¢n de serv. por el usuario	ESS
INC002000018541	DUNA	Petici¢n de serv. por el usuario	ESS
INC002000018542	INFRASTRUCTURE CROSS SYSTEM	Petici¢n de serv. por el usuario	INFRA
INC002000018543	INFRASTRUCTURE CROSS SYSTEM	Petici¢n de serv. por el usuario	INFRA
INC002000018544	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000018545	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000018546	INFRASTRUCTURE CROSS SYSTEM	Petici¢n de serv. por el usuario	INFRA
INC002000018547	INFRASTRUCTURE CROSS SYSTEM	Petici¢n de serv. por el usuario	INFRA
INC002000018548	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000018549	OMI RED	Petici¢n de serv. por el usuario	OSS
INC002000018550	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000018551	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018552	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018553	BI_EN	Restauraci¢n de servicio a usuario	BSS
INC002000018554	BI_EN	Restauraci¢n de servicio a usuario	BSS
INC002000018555	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000018556	PANGEA	Petici¢n de serv. por el usuario	OSS
INC002000018557	INFRASTRUCTURE CROSS SYSTEM	Petici¢n de serv. por el usuario	INFRA
INC002000018558	DUNA	Petici¢n de serv. por el usuario	ESS
INC002000018559	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000018560	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018561	FAST	Petici¢n de serv. por el usuario	BSS
INC002000018562	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018563	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000018564	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000018565	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018566	INFRASTRUCTURE CROSS SYSTEM	Petici¢n de serv. por el usuario	INFRA
INC002000018567	CORPORATE EMAIL	Petici¢n de serv. por el usuario	ESS
INC002000018568	OFFICE 365	Restauraci¢n de servicio a usuario	ESS
INC002000018569	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018570	INFRASTRUCTURE CROSS SYSTEM	Petici¢n de serv. por el usuario	INFRA
INC002000018571	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018572	BI_EN	Restauraci¢n de servicio a usuario	BSS
INC002000018573	BI_EN	Restauraci¢n de servicio a usuario	BSS
INC002000018574	INFINITY - SALESFORCE	Petici¢n de serv. por el usuario	BSS
INC002000018575	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000018576	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000018577	GENERAL SERVICES	Petici¢n de serv. por el usuario	SERVICIOS GENERALES
INC002000018578	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018579	NETROUNDS	Petici¢n de serv. por el usuario	OSS
INC002000018580	GLOBAL SAP	Petici¢n de serv. por el usuario	ESS
INC002000018581	NSIM	Petici¢n de serv. por el usuario	OSS
INC002000018582	GLOBAL SAP	Petici¢n de serv. por el usuario	ESS
INC002000018583	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000018584	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018585	VPN CONNECT	Restauraci¢n de servicio a usuario	INFRA
INC002000018586	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018587	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018588	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018589	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018590	OFFICE 365	Restauraci¢n de servicio a usuario	ESS
INC002000018591	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000018592	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000018593	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000018594	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018595	OMI RED	Restauraci¢n de servicio a usuario	OSS
INC002000018596	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018597	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018598	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018599	GENERAL SERVICES	Petici¢n de serv. por el usuario	SERVICIOS GENERALES
INC002000018600	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000018601	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000018602	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000018603	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000018604	INFINITY - SALESFORCE	Restauraci¢n de servicio a usuario	BSS
INC002000018605	OFFICE 365	Restauraci¢n de servicio a usuario	ESS
INC002000018606	OFFICE 365	Petici¢n de serv. por el usuario	ESS
INC002000018607	BART	Petici¢n de serv. por el usuario	ESS
INC002000018608	OMI PLATAFORMAS	Petici¢n de serv. por el usuario	OSS
INC002000018609	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000018610	RADIUS XDSL + IPSEC + BGAN	Petici¢n de serv. por el usuario	SERVICE CENTERS
INC002000018611	DATAWAREHOUSE-POWERCENTER-BO	Restauraci¢n de servicio a usuario	BSS
INC002000018612	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018613	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000018614	DUNA	Restauraci¢n de servicio a usuario	ESS
INC002000018615	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018616	RADIUS XDSL + IPSEC + BGAN	Restauraci¢n de servicio a usuario	SERVICE CENTERS
INC002000018617	VPN CONNECT	Petici¢n de serv. por el usuario	INFRA
INC002000018618	VPN CONNECT	Restauraci¢n de servicio a usuario	INFRA
INC002000018619	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018620	MAQUINA DE SALTO	Restauraci¢n de servicio a usuario	OSS
INC002000018621	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018622	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000018623	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000018624	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000018625	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018626	INFRASTRUCTURE CROSS SYSTEM	Petici¢n de serv. por el usuario	INFRA
INC002000018627	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000018628	BART	Petici¢n de serv. por el usuario	ESS
INC002000018629	TABLEAU	Petici¢n de serv. por el usuario	BSS
INC002000018630	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018631	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018632	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018633	FAST	Petici¢n de serv. por el usuario	BSS
INC002000018634	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000018635	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018636	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018637	FAST RBM	Restauraci¢n de servicio a usuario	BSS
INC002000018638	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000018641	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000018642	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018643	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018644	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000018645	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000018646	TACACS AAA	Restauraci¢n de servicio a usuario	INFRA
INC002000018647	PANGEA	Petici¢n de serv. por el usuario	OSS
INC002000018648	BI_EN	Restauraci¢n de servicio a usuario	BSS
INC002000018649	VPN CONNECT	Petici¢n de serv. por el usuario	INFRA
INC002000018650	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000018651	OMI PLATAFORMAS	Petici¢n de serv. por el usuario	OSS
INC002000018652	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000018653	BI_EN	Restauraci¢n de servicio a usuario	BSS
INC002000018654	FAST	Petici¢n de serv. por el usuario	BSS
INC002000018655	FAST	Petici¢n de serv. por el usuario	BSS
INC002000018656	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018657	SOLARWINDS	Restauraci¢n de servicio a usuario	OSS
INC002000018659	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018660	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000018661	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000018662	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018663	TEAMS	Restauraci¢n de servicio a usuario	ESS
INC002000018664	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000018665	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000018666	DNS	Petici¢n de serv. por el usuario	INFRA
INC002000018667	CISCO - NSO TAIL-F	Restauraci¢n de servicio a usuario	OSS
INC002000018668	CISCO - NSO TAIL-F	Restauraci¢n de servicio a usuario	OSS
INC002000018669	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000018670	TABLEAU	Petici¢n de serv. por el usuario	BSS
INC002000018671	AUTOCOTIZADOR CARRIER MAYORISTA	Petici¢n de serv. por el usuario	BSS
INC002000018672	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000018673	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018674	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018675	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018676	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000018677	DUNA	Petici¢n de serv. por el usuario	ESS
INC002000018678	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000018679	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018680	MRR	Petici¢n de serv. por el usuario	BSS
INC002000018681	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000018682	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000018683	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018684	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018685	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018686	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018687	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018688	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018689	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018690	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018691	OMI PLATAFORMAS	Petici¢n de serv. por el usuario	OSS
INC002000018692	OPERATIONS ORCHESTRATOR	Petici¢n de serv. por el usuario	OSS
INC002000018693	ROUTE EXPLORER (REX)	Petici¢n de serv. por el usuario	OSS
INC002000018694	OMI RED	Petici¢n de serv. por el usuario	OSS
INC002000018695	BART	Petici¢n de serv. por el usuario	ESS
INC002000018696	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018697	VPN CONNECT	Petici¢n de serv. por el usuario	INFRA
INC002000018698	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018699	TACACS AAA	Petici¢n de serv. por el usuario	INFRA
INC002000018700	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000018701	VPN CONNECT	Restauraci¢n de servicio a usuario	INFRA
INC002000018702	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000018703	TRAFUL	Restauraci¢n de servicio a usuario	BSS
INC002000018704	VPN CONNECT	Restauraci¢n de servicio a usuario	INFRA
INC002000018705	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000018706	INFINITY - SALESFORCE	Petici¢n de serv. por el usuario	BSS
INC002000018707	INFINITY - SALESFORCE	Restauraci¢n de servicio a usuario	BSS
INC002000018708	TACACS AAA	Restauraci¢n de servicio a usuario	INFRA
INC002000018709	OFFICE 365	Restauraci¢n de servicio a usuario	ESS
INC002000018710	PANGEA	Petici¢n de serv. por el usuario	OSS
INC002000018711	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018712	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000018713	GLOBAL CTI	Restauraci¢n de servicio a usuario	ESS
INC002000018714	OMI RED	Petici¢n de serv. por el usuario	OSS
INC002000018715	LOGOS	Restauraci¢n de servicio a usuario	ESS
INC002000018716	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000018717	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000018718	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000018719	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000018720	OMI PLATAFORMAS	Petici¢n de serv. por el usuario	OSS
INC002000018721	DNS	Petici¢n de serv. por el usuario	INFRA
INC002000018722	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000018723	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000018724	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000018725	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000018726	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000018727	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000018728	INFINITY - SALESFORCE	Restauraci¢n de servicio a usuario	BSS
INC002000018729	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000018730	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000018731	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000018732	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000018733	SMC TOOLS	Petici¢n de serv. por el usuario	TICKETING TOOL
INC002000018734	INFRASTRUCTURE CROSS SYSTEM	Petici¢n de serv. por el usuario	INFRA
